"id","addresse","city","name","postal_code","phone_number"
2154,", Place du Docteur Rougy","Plateau d'Hauteville","Centre de vaccination du Plateau d'Hauteville – Salle des Fêtes","01110","+33456232000"
2155,"15, Place de l'Hôtel de Ville","Villars-les-Dombes","Centre de vaccination de Villars-les-Dombes - Communauté de Communes","01330",NULL
2156,"33, Rue des Aviateurs","Haguenau","Centre de vaccination Clinique Saint François","67500",NULL
2157,"9, Rue René et Emile Fage","Tulle","VACCI BUS","19000","0800 19 00 19"
2158,"7, Rue Gambetta","La Valette-du-Var","Centre vaccination la Valette","83160",NULL
2160,"8, Route de Saint Caprais","Sadirac","Centre de vaccination - SADIRAC - Salle Cabralès","33670",NULL
2161,"27, Rue Blanié","Castelnau Montratier-Sainte Alauzie","CV ephémère Castelnau Montratier","46170",NULL
2162,"20, Avenue Laplagne","Mirande","Salle André BEAUDRAN à MIRANDE","32300","0800009110"
2163,", Avenue du Maréchal Foch - Halle des expositions","Évreux","Grand centre état d'Evreux","27000","+33800009110"
2164,"19, Avenue du 11 Novembre","Quissac","Centre de vaccination Espace Désiré Rousset","30260","0800541919"
2165,", Place des Diables Bleus","Saint-Amarin","Centre de vaccination de Saint-Amarin - Complexe culturel Le CAP","68550","+33970818161"
2166,"121, Rue Jules Guesde","Gagny","CV Gagny - Salle Omnisport ARENA","93220","01.56.49.25.05"
2167,", Rue Rossini","Jouy-le-Moutier","Très Grand Centre de vaccination départemental (Jouy-le-Moutier) – Sapeurs-Pompiers du Val d’Oise","95280","01 87 65 24 55"
2168,", Rue Notre-Dame","Montbronn","Centre de vaccination de Montbronn - Salle des fêtes","57415","+33387345345"
2169,"658, Rue des Bourgoins","Amilly","CH Agglomération Montargoise - Grand Public","45200",NULL
2170,", Rue des Sports","Rohrbach-lès-Bitche","Centre de vaccination de Rohrbach-lès-Bitche - Salle polyvalente Robert Schuman","57410","+33387345345"
2171,"24, Place du Champ de Foire","Nort-sur-Erdre","Centre de Vaccination - NORT SUR ERDRE - Complexe Marie-Amélie le Fur","44390","+33806000344"
2172,"20, Route de Vétheuil","Villers-en-Arthies","Centre de vaccination éphémère de Villers en Arthies ","95510",NULL
2173,"20, Rue du Lac","Lyon","Equipe mobile Métropôle de Lyon","69003",NULL
2174,", Rue du Stade","Bischwiller","Centre de vaccination de Bischwiller","67240","09 70 81 81 61"
2175,"14, Chemin des Romains","Beaucaire","Centre de vaccination de Beaucaire","30300","0800009110"
2177,", Centre de secours de Toulon Centre - Avenue de l’Infanterie de Marine","Toulon","Centre de Vaccination du Groupement OUEST : Vaccin OUEST","83000",NULL
2178,", DN 97 - Quartier les Retraches","Le Luc","Centre de Vaccination du Groupement CENTRE : Vaccin CENTRE","83340",NULL
2179,", Chemin des Batteries","Fréjus","Centre de Vaccination du Groupement EST : Vaccin EST","83600",NULL
2180,", Rue de Mostaganem","Brest","BREST - HIA (Keroriou)","29200","+33672783151"
2181,"9, Rue Anatole France","Châteaudun","Ecole maternelle Jean de la Fontaine - Centre de vaccination Châteaudun","28200",NULL
2182,"5, Rue de l’Horloge","Rennes","Dpt 35 - Opérations éphémères non rattachées à un CDV","35000",NULL
2183,"5, Rue Henri Servain","Saint-Brieuc","Dpt 22 - Opérations éphémères non rattachées à un CDV","22000",NULL
2184,"30, Avenue du Grand Marais","Roanne"," Ecole Le Fuyant","42300",NULL
2185,"44, Place Saint Corentin","Quimper","Dpt 29 - Opérations éphémères non rattachées à un CDV","29000",NULL
2187,"347, Chemin du Courredou","Carcès","Centre Vaccination CARCES","83570",NULL
2188,"7, Allée du Bicêtre","Amiens","Centre de vaccination - Sapeurs Pompiers de la Somme - Equipe mobile","80000",NULL
2189,"27-33, Boulevard Maxime Gorki","Stains","Centre de vaccination Stains - CMS Colette Coulon","93240","01 49 71 84 33"
2190,", Rue William Henri Waddington","Laon","Centre de vaccination - Sapeurs-pompiers de l'Aisne - SDIS 02","02000",NULL
2191,"50 bis, Rue Paillard Ducléré","Montbizot","Centre de vaccination - MONTBIZOT","72380","+33243253311"
2192,"2, Rue de la Croix Mission","Gevigney-et-Mercey","Centre de Vaccination de Jussey","70500","0800 009 110"
2193,"8, Avenue de l’Europe","Beauvais","Centre de vaccination - Sapeurs-pompiers de l'Oise- SDIS 60","60000",NULL
2194,"13-15, Avenue de l’Europe","Saint-Priest","Centre de vaccination éphémère - Centre de formation des sapeurs-pompiers de Saint -Priest ","69800","33423101010"
2196,"4, Rue des Courtils","La Suze-sur-Sarthe","Centre de Vaccination - LA SUZE-SUR-SARTHE - Salle des fêtes","72210",NULL
2197,"60, Avenue du Sidobre","Castres","Centre de vaccination du Parc des Expositions de Castres","81100","+33800 009 110 "
2198,"1, Rue du Midi","Quetigny","QUETIGNY Espace Montessori","21800","+33345810421"
2199,"28, Rue Saint Mathelin","Montmorillon","Centre de vaccination de Montmorillon","86500",NULL
2200,"71, Avenue Henri Martin","Paris","Mairie du 16e","75016","3975"
2201,", Allée Pierre Closterman","Saint-Cyr-l'École","Centre de vaccination de SAINT-CYR-L'ECOLE","78210",NULL
2202,"84, Esp de l’Armée d’Afrique","Avignon","Centre de Vaccination COVID SDIS84 - Professionnels prioritaires","84000",NULL
2203,", Place de l’Église (ancienne mairie d'Antrain)","Val-Couesnon","VAL-COUESNON - Ancienne Mairie d'Antrain","35560","+33805690821"
2204,"12, Place de la Blachette","Roumoules","Salle polyvalente ","04500",NULL
2205,", Allée des chataigniers","Saint-Mars-la-Brière","Centre de vaccination - SAINT MARS LA BRIERE - Salle des Chataigners","72470","+33788375396"
2206,"7, Place de la Chanterie","Laigné-en-Belin","Centre de vaccination - LAIGNE EN BELIN - Salle polyvalente la Bélinoise","72220","+33748115353"
2207,"1, Place de la République/rue de la République","Digne-les-Bains","Palais des Congrès (temporaire)","4000",NULL
2208,"721, Chemin de Font de Currault","Mougins","Ecoparc Mougins","06250","04 92 18 50 05"
2209,"6, Rue de Montmorency","Montmagny","Centre de vaccination ambulatoire de Montmagny","95360",NULL
809,"33, Boulevard Gambetta","Digne-les-Bains","Salle de l'Ermitage","04000",NULL
2211,", Rue d'arstein","Cancale","CANCALE - Salle Cancaven","35260","+33805690821"
2212,"1, Place de la Victoire","Saint-Zacharie","La maison du Peuple","83640",NULL
2213,"1, Avenue Picasso","Veynes","CPTS Buech Dévoluy","05400","04 92 57 20 05"
2214,"2, Rue Marius BABOULAZ","Montmélian","Centre de vaccination COVID Ad Hoc de Montmélian","73800",NULL
2215,", Boulevard FranÃ§ois Mitterrand à lEstive","Foix","VACCINATION COVID19 - ARIEGE - OPERATION EXCEPTIONNELLE","9000",NULL
2216,"2, Rue Vauban","Reims","Lycée Brière","51100",NULL
2217,"122, Avenue Jacques Simon","Saint-Memmie","Collège jean Moulin","51470",NULL
2218,", AVENUE DU PARC DES EXPOSITIONS","Châlons-en-Champagne","Gymnase Cabot","51000","03.26.69.38.16"
2219,"33, rue du Cerisier","Frignicourt","Collège Pierre Gilles de Gennes","51300",NULL
2220,", Avenue General Margueritte","épernay","Collège Terres Rouges","51200",NULL
2221,"990, Avenue du Général de Gaulle","Saint-Laurent-du-Var","Centre Vaccination St Laurent du Var - Ancienne école Djibouti","06700","04 97 13 56 00"
2223,"1, Rue de Chateaubriand","Herblay-sur-Seine","Centre de vaccination d'Herblay sur seine","95220",NULL
2224,"29, Rue Saint Savinien","Villeneuve-sur-Yonne","Centre de vaccination salle polyvalente","89500","+33386876208"
2225,"23, Rue d’Aunay - Bauquay","Les Monts d'Aunay","Les Monts d'Aunay","14260","+33800009110"
2226,"6, R du 11 Novembre 1918","Valgelon-La Rochette","Centre de vaccination COVID Ad Hoc de Valgelon-La Rochette","73110",NULL
2227,"305,  D201G","Saint-Pierre-d'Albigny","Centre de vaccination COVID Ad Hoc de Saint Pierre d'Albigny","73250",NULL
2228,", Pré de Foire","Val-d'Arc","Centre de vaccination COVID Ad Hoc de Val d'Arc","73220",NULL
2229,"12 b, Place Georges Clemenceau","Lorgues","Centre vaccination LORGUES","83510",NULL
2230,"43, R des Jardins","Val-Cenis","Centre de vaccination COVID Ad Hoc de Lanslebourg","73480",NULL
2231,"903, Rte d’Aix","Chindrieux","Relai Ambulatoire de Vaccination - Chindrieux","73310",NULL
2232,"5, Rue de Labarthe","Espère","Centre de vaccination éphémère - ESPERE","46090",NULL
2233,"25, Route de la Mairie","Montardon","Centre de vaccination de Serres Castets Luys en Béarn","64121",NULL
2234,", AV DE LA DEUXIEME DB - 64170 ARTIX","Artix","Centre d'Artix","64170","+33787954261"
2235,", EHPÄD de Coulomme Lotissement Dous Agréous","Sauveterre-de-Béarn","Centre de Sauveterre-de-Béarn (établissements de Coulomme)","64390","05 59 38 79 86"
2236,"18, Place du Bayaa","Salies-de-Béarn","Centre de vaccination de Salies-de-Béarn","64270",NULL
2237,", Centre Lapurdi place du Labourd","Ustaritz","Centre de vaccination d'Ustaritz Lapurdi","64480",NULL
2238,"34, Avenue Maréchal de Lattre de Tassigny","Mérignac","Pôle militaire de vaccination – Mérignac – Pin Galant ","33700",NULL
2239,", Parc du Bocage","Wormhout","Centre de vaccination - CPTS BBH, maison communale d'animation","59470","+33328681639"
2240,", Mairie de Porticcio, Avenue Marie-Jeanne BOZZI","Porticcio","Centre de vaccination communal Porticcio","20166","+33670020497"
2241,"10, Rue du stade","Hombourg-Haut","Centre de vaccination de Hombourg-Haut - Espace Wendel","57470","+33387818715"
2242,"1, Rue Pasteur","Persan","Centre de vaccination de Persan","95340",NULL
2243,"5, Rue des écoles, Salle polyvalente","Ingrandes","Centre de vaccination d'Ingrandes","86220",NULL
2244,", Les Chaumettes, Salle ACROPOLYA","La Roche-Posay","Centre de vaccination de La Roche-Posay","86270",NULL
2245,"43, Rue Chabernaud","L'Isle-d'Espagnac","Centre de vaccination Jarnac (SDIS 16)","16340","0545393526"
2246,", Rue de la Trocardière","Rezé","Centre de Vaccination - REZE - Trocardière","44400","+33806000344"
2247,"Salle la Cistude, Route de Chambéry","Le Bourget-du-Lac","Centre de vaccination COVID Ad Hoc - Le Bourget du Lac","73370",NULL
2248,"23, Rue Edmond Rostand","Saint-Paul-lès-Dax","Centre de vaccination éphémère de Saint Paul les Dax","40990",NULL
2249,"54, Rue de la République","Charvieu Chavagneux","Centre de vaccination CPTS Portes du Dauphiné ","38230","+33478320965"
2250,"1, Impasse des Allees","Saint-Justin","Centre de vaccination de Saint Justin","40240",NULL
2251,"2, RUE VAUBAN","Reims","Lycée Brières","51100","0326659722"
2252,"2, Rue du docteur Mallet","Saint-Flour","Centre vaccination Saint-Flour - Maison de quartier de Besserette","15100","+33607724572"
2253,"Aéroport Pole Caraïbes, Ancien bâtiment des loueurs de voitures","Les Abymes","Centre de vaccination Pole Caraïbes (ABYMES)","97139",NULL
2254,"142, Rue de la Mairie","Terre-de-Bas","Centre de vaccination éphémère de Terre de Bas","97136","05 90 99 14 74"
2255,"30, Rue de la Grande Anse","Terre-de-Haut","Centre de vaccination éphémère de Terre de Haut","97137","05 90 99 14 74"
2256,"45, Rue des Roses","Les Abymes","Centre de vaccination Guy Cornély II (Raizet-ABYMES)","97139",NULL
2257,", Rue de Beaulieu","Wattrelos","Centre de vaccination - CH de Tourcoing, Ville de Wattrelos, salle Pierre Brossolette","59150",NULL
2258,", Rue du Tilleul","Hem","Centre de vaccination - CH de Tourcoing, Ville de Hem, Le ZYPHIR","59510",NULL
2259,"1, Place de la Porte de Versailles","Paris","Très grand centre Paris Expo Porte de Versailles","75015",NULL
2260,"16, Rue Pierre de Coubertin","Saint Brieuc","ST-BRIEUC - BREZILLET 2 (SDIS)","22000","+33257180060"
2261,", Boulevard de Lessines","Jeumont","Centre de vaccination - CPTS Val de Sambre, Ville de Jeumont,  Salle Timmermans","59460",NULL
2262,"10, Place Victor Hassebroucq","Tourcoing","Centre de vaccination - CH de Tourcoing, Salle de fêtes, Mairie de Tourcoing","59200",NULL
2263,"2, Rue du College","Marnay","Centre de vaccination de Marnay","70150","0800 009 110"
2264,"14, Rue Abel Fauveau","Deuil-la-Barre","Relai ambulatoire de vaccination - MSP Deuil-la-Barre","95170",NULL
2265,"19, Avenue Evariste Galois","Tulle","SDIS 19","19000",NULL
2266,"27 b, Rue Youri Gagarine","La Possession","Centre de vaccination COVID 19 de la Possession","97419","+262262720404"
2267,"31, Avenue des Acacias","Grand-Charmont","centre de vaccination de Grand charmont","25200",NULL
2268,"14, Rue du Cirque Romain","Nîmes","Centre de vaccination CPAM du Gard","30900","0800009110"
2269,"12, Avenue Jean Moulin","Castelsarrasin","Centre de grande capacité de Castelsarrasin","82100","0800541919"
2270,"3, Boulevard Chantilly","Montauban","Centre grande capacité de Montauban","82000","0800541919"
2271,"16, Avenue Gerard Girault","Jaunay-Marigny","Centre de vaccination de Jaunay-Marigny","86130","05.49.00.51.86"
2272,"74, Route de Montelier","Valence","Centre de vaccination -  Espace Gaston Bachelard (Maison de la vie associative)","26000",NULL
2273,"4560, Cogneau Ouest - PROGT","Matoury","Centre de vaccination du SDIS PROGT","97351","06 94 22 13 70"
2274,"1, Place Victor Schoelcher","Cayenne","Centre de Vaccination Croix-Rouge","97300",NULL
2275,"245, Rue de la Mourette","Beaumont","Centre de vaccination de Beaumont","63110","+33628515962"
2276,"2, Avenue Bergougnan","Chamalières","Centre de vaccination Chamalières","63400","+33473282866"
2277,"3, Rue Joseph Philippon","Caen","centre de vaccination du parc des expositions","14000","+33800009110"
2278,"2, Rue de la Verchere","Pont-de-Veyle","Centre de vaccination de Pont de Veyle - Salle annexe Mairie (à côté de la bibliothèque municipale)","01290","+33482930331"
2279,"4, avenue Robert Badinter","Dammartin-en-Goële","Centre de vaccination de Dammartin-en-Goële","77230",NULL
2280,"73, Rue Brochier","Marseille","UHSI MARSEILLE","13005",NULL
2281,"5, Avenue Oscar Lambret","Lille","UHSI Lille","59000",NULL
2282,"2, Avenue Oscar Lambret","Lille","UHSA LILLE SECLIN","59000",NULL
2283,"29, Av du Mal de Lattre de Tassigny","Nancy","UHSI NANCY","54000",NULL
2284,"108, Avenue Général Leclerc","Rennes","UHSA RENNES","35700",NULL
2285,"16, 2 Rue Henri le Guilloux","Rennes","UHSI RENNES ","35000",NULL
2286,"12, Rue Dubernat","Talence","UHSI BORDEAUX","33400",NULL
2287,"89, Rue Cazeaux-Cazalet","Cadillac","UHSA CADILLAC","33410",NULL
2288,"134, Route d’Espagne","Toulouse","UHSA TOULOUSE","31100",NULL
2289,"2, Rue Viguerie","Toulouse","UHSI TOULOUSE","31300",NULL
2290,"95, Boulevard Pinel","Bron","UHSA LYON (Simone Veil)","69500",NULL
2291,"3, Quai des Célestins","Lyon","UHSI Lyon","69002",NULL
2292,"Boulevard, Dr Hubert PETIT - Galisbay","SAINT MARTIN","Centre de vaccination de Saint-Martin (CRF)","97150","05 90 99 14 74"
2293,"3, Av Paul Deroulede","Laxou","UHSA NANCY LAXOU","54520",NULL
2294,"331, Avenue Général de Gaulle","Bron","Centre de vaccination de l'école de santé Militaires de Lyon-Bron","69500","33423101010"
2295,"100, Rue de la Gare","Creutzwald","Centre de vaccination de Creutzwald - Salle Baltus","57150","+33387345345"
2296,", Chemin des Manufactures","Liévin","Centre de vaccination - SDIS62, Vaccinodrome de Liévin, Stade Aréna","62800",NULL
2297,"5, Rue du Commandant Fourneaux","Gonesse","Centre de vaccination secondaire de Gonesse ","95500",NULL
2298,"3,bis, Rue d’Orléans","Saint-Cloud","Ville de Saint-Cloud","92210",NULL
2299,", Avenue du Mail","Soissons","Centre de vaccination - SDIS 02, Espace Claude Parisot","02200",NULL
2300,",  hameau de piazzia","Luri","Centre vaccination de LURI","20228","+33633567246"
2301,"Salle des fêtes, Promenade des Planches","Saint-Vit","Centre de vaccination Saint-Vit","25410","0381874046"
2302,"2, Rue du Lac","Saône","Centre de vaccination Gymnase de l'Espace","25660","0381557131"
2303,"143, Boulevard de la Reine","Versailles","Centre de vaccination mobile ARS 78","78000",NULL
2304,"5000, Chemin de la Foret","Bonnières-sur-Seine","Centre Intercommunal des Portes de l'Ile de France à Bonnières-sur-Seine","78270",NULL
2305,"23, Rue des Glacières","Strasbourg","Centre Les Haras","67000",NULL
2306,"2, Rue Docteur Alexandre Remond","Roye","Centre de vaccination Roye - MSP","80700",NULL
2307,"531, Avenue du 8 Mai 1945 - Espace Morastel","Mauguio","Centre de vaccination éphémère de Mauguio","34130","+33800541919"
2308,", Rue Paul Colonna d'Istria","Ajaccio","Centre de vaccination itinérant SST2A","20700",NULL
2309,"1, Avenue des Nations, ZAC Paris Nord 2, Parc des expositions de Villepinte, Porte 11","Villepinte","Vaccidrive Villepinte","93420",NULL
2310,"95, Salle des fêtes - D9 -  Le Village","Cléon-d'Andran","Equipe mobile salle des fêtes","26450","33650318674"
2311,", Place de la mairie","La Motte-Chalancon","Equipe mobile salle communale","26470",NULL
2312,"86, Avenue de Conthe","Aurillac","Equipe Mobile Vaccination Cantal - SDIS 15","15000",NULL
2314,"150, Avenue du Général Leclerc","Courthézon","COURTHEZON / CENTRE DE VACCINATION COVID-19","84350",NULL
2315,", Espace René Roussière – 119, allée des Sports","Camaret-sur-Aigues","Centre de vaccination de Camaret - Maison pour tous","84850",NULL
2316,"3, Rue Felix Braquet","Bois-Colombes","Ville de Bois-Colombes","92270",NULL
2317,"20, Route du Herrou","Saint-Lon-les-Mines","Centre de vaccination éphémère de PEYREHORADE","40300",NULL
2318,"90, La Grand Rue","Montfort-en-Chalosse","Centre de vaccination éphémère de MONFORT","40380",NULL
2319,"3, Allee de Berlin","Les Pavillons-sous-Bois","Centre de vaccination - Pavillons-sous-Bois - Salle des sports Lino Ventura","93320","06 03 29 28 42"
2320,"72, Allee du Jardin Anglais","Le Raincy","Centre de vaccination - Le Raincy - Espace Raymond Mège","93340","01 43 02 73 43"
2321,"11, avenue du 18 avril 1944","Noisy-le-Sec","Centre de vaccination - Noisy-le-Sec - Gymnase Paul Langevin","93130",NULL
2322,"1, Avenue du Pré de Challes","Annecy","Centre de vaccination Annecy Glaisins","74600",NULL
2323,"178, Impasse Gaston Laverrière","Prévessin-Moëns","Centre de vaccination de Prévessin-Moëns - Salle polyvalente Gaston Laverrière","01280",NULL
2325,"1, Boulevard du Port","Amiens","Centre de vaccination - SDIS de la Somme, Ancienne cité administrative","80000",NULL
2326,"136, Rue Commandant Charcot","Lyon","Centre de vaccination - Hôpital Pierre Garraud HCL","69005",NULL
2327,"26, Rue de l’Europe","Chilly-Mazarin","Chilly-Mazarin CVA","91380",NULL
2328,"1, Rue Morvan","Les Ulis","Les Ulis CVAE","91940",NULL
2329,"12, Rue Engel Dollfus","Mulhouse","Centre de vaccination de Mulhouse - La Fraternité","68200","+33389325721"
2330,"1, Rue du Colonel Rimailho","Varennes-Vauzelles","Centre de vaccination Etat-major SDIS","58640",NULL
2331,"8, Rue du Tournoi","Haguenau","Centre de vaccination Sébastien LOEB","67500","09 70 81 81 61"
2332,"33, Lieu Dit le Bourg","Mauroux","Centre de vaccination Mauroux","46700",NULL
2333,", Foire Exposition","Brignoles","Centre Vaccination Foire Exposition de Brignoles","83170",NULL
2334,", Place des fêtes","Talange","Centre de vaccination de Talange","57525","+33387345345"
2335,"4, Rue de Metz","Créhange","Centre de vaccination de Faulquemont-Créhange","57690","+33387941800"
2336,"7, Avenue du Marechal Joffre","Morhange","Centre de vaccination de Morhange - Centre socio-culturel","57340","+33387345345"
2337,"8, Rue Marcel Pagnol","Foulayronnes","CV mobile - SDIS 47","47510",NULL
2338,", Salle du Queyron - Place d'Italie","Guillestre","Centre de vaccination Guillestrois - Opération Tous sur le Pont","05600","08 00 00 91 10"
2339,"6bis, Boulevard Henri Barbusse","Draveil","DRAVEIL CVAE (Dialyse)","91210",NULL
2340,", Stade territorial de Saint-Jean","Saint-Barthelemy","Vaccinodrome de Saint Barthélemy","97133",NULL
2341,", ""Village Carnaval"" - Galisbay  - Marigot","Saint Martin","Vaccinodrome Saint Martin ","97150",NULL
2342,"119, Laffont","Les Abymes","Centre de vaccination de l'URPS-ML","97139","05 90 99 14 74"
2343,"2,  Rte de Lieusaintplace Victor Hugo","Saint-Germain-lès-Corbeil","Saint-Germain-les-Corbeil CVA","91250",NULL
2344,"1, rue de Saint-Pol de Léon","Chevilly-Larue","Très grand centre MIN Rungis - Chevilly-Larue","94550",NULL
2345,"1, Rue de l’Etang","Le Chesnay-Rocquencourt","Centre de vaccination Le Chesnay-Rocquencourt","78150","+33182083839"
2346,", ZAE d'Erbajolo -Parc technologique","Bastia","Centre SSTI2B","20600",NULL
2347,"1647, Route des Bauges","Grésy-sur-Aix","Centre de vaccination COVID Ad Hoc de Grésy-sur-Aix","73100",NULL
2348,", Lieu-dit Côtes","LA BASTIDE DE SEROU","LA BASTIDE DE SEROU Opération éphémère Vaccination","9420",NULL
2349,"5bis, Rue Tassart","Breteuil","Centre de vaccination - Maison de Santé de L'Abbaye de Breteuil","60120","+33365657575"
2350,", Rue Louise Weiss","Nœux-les-Mines","Centre de vaccination - Commune de Noeux-les-Mines, Complexe du COSEC","62290",NULL
2351,", R du Docteur Giraud","Beaujeu","Vaccimobile du Haut Beaujolais","69430",NULL
2352,", Rue Baulong","Arudy","Centre de vaccination d'Arudy - Maison Espalungue","64260",NULL
2353,", Rue Gambetta","Bedous","centre de vaccination de Bedous","64490",NULL
2354,", Hopital Public de Mauléon","Mauléon-Licharre","Centre de vaccination de Mauléon","64130",NULL
2355,"29, Rue du Vieux Moulin","Chaumont","SDIS 52","52000",NULL
2356,"614, Avenue de Sciez","Sciez","Centre de Vaccination du Bas Chablais SCIEZ","74140",NULL
2357,"30, route nationale","Prat et Bonrepaux","PRAT ET BONREPAUX Opération éphémère Vaccination","9160",NULL
2358,"12, Rue des Gomenoles","La Plaine-des-Palmistes","Centre de vaccination Covid-19  Salle des fêtes ""les Goménolés"" Plaine des Palmistes","97431","0262 72 47 20"
2359,"3, Place Jean Ibanes","Saint-Girons","SAINT GIRONS _Opération exceptionnelle","9200",NULL
2360,"18, Chemin du Stade","La Tour-du-Crieu","PAMIERS_Opération exceptionnelle","9100",NULL
2361,"20, Avenue du Général de Gaulle","Foix","FOIX_Opération Exceptionnelle","9000",NULL
2362,", Chemin de lEstalié","VAL DE SOS","VAL DE SOS Opération éphémère","9220",NULL
2363,"3, Avenue des Sports","Saint-Brevin-les-Pins","Centre de Vaccination - SAINT BREVIN","44250","+33806000344"
2364,"11, Avenue des Erables","Villiers-le-Bel","Centre de vaccination municipal Villiers-le-Bel","95400",NULL
2365,"Rue Philippe PAIN, Le Bourg","La Désirade","Centre de vaccination éphémère de La Désirade","97127","05 90 99 14 74"
2366,", Rue du Stade","Cléry-Saint-André","CV éphémère Cléry-Saint-André","45370",NULL
2367,"223, Rue de la Sauvegarde","Rodez","Centre vaccination SDIS","12000",NULL
2368,"4, Rue de la Pichardière","Neuville-aux-Bois","CV éphémère de Neuville-aux-Bois","45170",NULL
2369,", Espace Madeleine de Sologne - Place de la gare","La Ferté-Saint-Aubin","CV éphémère de la Ferté-Saint-Aubin","45240",NULL
2370,"17, Rue d'Orléans","Artenay","CV éphémère d'Artenay","45410",NULL
2371,"190, Rue de la Taillade - Cité des Aînés","Montpellier","Centre de vaccination - Clinique Beau Soleil","34070","+33800009110"
2372,"1, Rond-Point Claude Santarelli","Tournan-en-Brie","Centre de vaccination GHSIF - Site de Tournan-en-Brie","77220",NULL
2373,"20, Avenue de l’Île de France","Besançon","SOS Médecin","25000",NULL
2374,"2, Rue Linné","Nantes","CENTRE DE VACCINATION SSTRN NANTES","44100","+33806000344"
2375,"57, place de l'hôtel de ville","Château-Renard","CV éphémère Château-Renard","45220","06 31 93 99 27"
2376,", Place Honoré - Foyer municipal","Courtenay","CV éphémère Courtenay","45320","02 38 26 02 70"
2377,"40, Rue des Fossés, Salle René Larcheron","Ferrières-en-Gâtinais","CV éphémère Ferrières en Gâtinais","45210","02 38 26 02 70"
2378,", Avenue d'Havixbeck - gymnase","Bellegarde","CV éphémère Bellegarde","45270","02 38 90 10 03"
2379,", Rue du Stade - Salle de Parville","Beaune-la-Rolande","CV éphémère Beaune-la-Rolande","45340",NULL
2380,", Rue de la Noue - Salle Blanche de Castille","Lorris","CV éphémère Lorris","45260","028924022"
2381,", Rue de l'echo - Salle polyvalente","Jargeau","CV éphémère Jargeau","45150",NULL
2382,", Rue de Chatillon","Dampierre-en-Burly","CV éphémère Dampierre en Burly","45570",NULL
2383,"28, rue de Sully","Tigy","CV éphémère Tigy","45510",NULL
2384,", Rue Georges Bannery - gymnase","Nogent-sur-Vernisson","CV éphémère Nogent-sur-Vernisson","45290",NULL
2385,"1, bis avenue du Président Robert Lakota","Vigneux-sur-Seine"," Vigneux-sur-seine RAV","91270",NULL
2386,", salle Guy HALLET, rue de la croix CORDIER","Tinqueux","Centre de vaccination - Tinqueux - Ligne(s) SDIS 51","51430",NULL
2387,"1558, Rue Claires Fontaines","Saint-Vulbas","Centre de vaccination éphémère de Saint-Vulbas - Centre International de Rencontres (CIR), salle polyvalente","01150",NULL
2388,"20, Route de Nonnes","Châtellerault","Centre de vaccination de Châtellerault","86100",NULL
2389,", Rue Ampère","Caudry","Centre de vaccination - commune de Caudry, salle du Val de Riot","59540",NULL
2390,"270, Rue Jean Jaurès","Onnaing","Centre de vaccination - Mairie d'Onnaing","59264",NULL
2391,"1, route de la croix de Cassagne","Villeneuve-de-Rivière","CDV31 Villeneuve de Rivière","31800","+33800009110"
2392,"5, Rue Rene Delmas","Montastruc-la-Conseillère","CDV31 Montastruc La Conseillère","31380","+33800009110"
2393,"4, Avenue Charles de Gaulle","La Brède","Centre de vaccination Intercommunal Montesquieu - La Brède","33650","+33556202310"
2394,"1, rue El Burgo de Osma","Soulac-sur-Mer","Centre de vaccination - Soulac sur Mer - Palais des Congrès ","33780",NULL
2395,"8, Rue Lacépède","Épinay-sur-Seine","Centre de vaccination d'Epinay-sur-Seine - Espace culturel","93800",NULL
2396,"10, Rue de la Vierge","Ambarès-et-Lagrave","Centre de vaccination intercommunal - Ambarès et Lagrave - Salle des Fêtes Lagrave","33440",NULL
2397,"9, Vitarelle","Trespoux-Rassiels","Centre de Vaccination Trespoux ","46090",NULL
2399,", Route de Marcilly","Civrieux-d'Azergues","Centre de vaccination de Civrieux d'Azergues - Gymnase du Centre sportif","69380","+33423101010"
2400,"6, Rue Paul Langevin","Sevran","EMV La Croix Rouge française","93270",NULL
2401,"19, Rue Monge","Charleville-Mézières","Pharmacie Centrale","08000","03.24.57.45.05"
2402,"30, Route de Saint-Roch","Pontchâteau","Centre de vaccination - PONT CHATEAU - Gymnase du Landas","44160","0806000344"
2403,"5, Rue Hippolyte Malegue","Le Puy-en-Velay","SDIS","43000",NULL
2404,"160, Route d’Estibeaux","Pouillon","Centre éphémère CC ORTHE et ARRIGANS","40350",NULL
2405,"21, Rue de la Vanne","Montrouge","CV CAMPUS MONTROUGE","92120",NULL
2406,", Place de la République","Vergèze","Centre de vaccination de Vergèze","30310","0800541919"
2407,"2, rue René Picard","Longlaville","Centre de vaccination du territoire de Longwy","54810","06 71 37 92 09"
2408,"7, Rue du Docteur Guffon","Tarare","Centre de vaccination Tarare","69170",NULL
2409,"14, Rue du Ruisselet","Reims","Centre Marnais de Promotion de la Santé","51100","03 26 86 79 80"
2410,"156, Rue du dispensaire à coté du centre culturel Joseph Lockel","Baie-Mahault","Centre de vaccination éphémère de Baie Mahault","97122","05 90 99 14 74"
2411,"177, Avenue Frédéric et Irène Joliot Curie","Nanterre Cedex","CAD - ARENA","92000",NULL
2412,"1, Rue des Déportés","Montataire","Centre de vaccination - Commune de Montataire, maison médicale","60160","+33375190320"
2413,"170, Allee des Jonquilles","Sauzet","Equipe mobile de vaccination Sauzet","26740",NULL
